product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand
863,Headphones,Electronics,1,1475.87,2/20/2024 7:06,1,"Los Angeles, CA",379,128,188,263,4,Cloudy,FALSE,Wednesday,TRUE,190,95
419,Fridge,Electronics,2,1406.73,2/5/2024 3:52,10,"Los Angeles, CA",439,71,208,347,10,Stormy,TRUE,Friday,FALSE,258,236
123,Smartphone,Electronics,3,778.89,3/28/2024 16:53,10,"Chicago, IL",163,58,237,426,1,Sunny,TRUE,Tuesday,TRUE,475,271
691,Fridge,Appliances,5,990.29,5/14/2024 8:49,15,"Chicago, IL",234,79,290,423,6,Sunny,TRUE,Tuesday,TRUE,289,111
876,Washing Machine,Appliances,4,1181.51,9/14/2024 11:17,2,"Los Angeles, CA",245,71,262,296,8,Stormy,TRUE,Monday,FALSE,228,366
419,Tablet,Appliances,5,436.05,5/11/2024 1:40,17,"Dallas, TX",426,109,242,465,10,Rainy,TRUE,Wednesday,TRUE,265,190
754,Headphones,Electronics,1,747.32,2/11/2024 2:26,12,"Dallas, TX",414,79,294,130,9,Rainy,FALSE,Friday,TRUE,230,505
314,Fridge,Appliances,1,273.19,3/2/2024 14:10,14,"Miami, FL",209,118,263,433,7,Stormy,TRUE,Wednesday,FALSE,144,407
428,Smartphone,Electronics,4,1408.53,5/5/2024 19:16,1,"Los Angeles, CA",442,65,227,212,7,Cloudy,TRUE,Monday,FALSE,461,218
305,TV,Appliances,1,1197.3,3/18/2024 3:13,19,"New York, NY",202,92,300,300,3,Sunny,FALSE,Monday,TRUE,410,331
297,Tablet,Appliances,4,1075.67,8/3/2024 18:49,9,"Dallas, TX",39,72,142,331,7,Cloudy,FALSE,Friday,TRUE,141,182
393,Headphones,Appliances,3,959.79,1/20/2024 17:45,2,"Chicago, IL",369,69,102,206,10,Sunny,TRUE,Monday,TRUE,206,510
383,TV,Electronics,1,1656.6,4/3/2024 16:53,13,"Miami, FL",451,126,136,211,3,Stormy,TRUE,Saturday,TRUE,273,117
645,Camera,Appliances,2,466.63,3/26/2024 9:17,15,"New York, NY",121,150,100,299,4,Stormy,TRUE,Monday,TRUE,500,327
426,Smartphone,Electronics,5,311.33,2/27/2024 7:07,4,"Miami, FL",470,76,165,134,4,Cloudy,TRUE,Thursday,FALSE,251,305
891,Fridge,Electronics,2,1392,1/12/2024 19:39,10,"Miami, FL",277,72,242,237,10,Rainy,FALSE,Friday,FALSE,289,384
551,Smartphone,Electronics,3,614.55,7/12/2024 1:15,17,"Chicago, IL",274,67,224,192,6,Cloudy,TRUE,Thursday,TRUE,468,276
787,Camera,Electronics,1,1187.17,5/4/2024 0:15,15,"Los Angeles, CA",432,123,120,229,4,Sunny,FALSE,Tuesday,FALSE,256,192
220,Fridge,Appliances,5,606.56,8/30/2024 5:14,17,"Miami, FL",223,108,107,341,1,Cloudy,TRUE,Friday,TRUE,194,502
379,Fridge,Electronics,5,909.58,6/5/2024 0:44,7,"Chicago, IL",175,135,158,243,1,Cloudy,FALSE,Thursday,FALSE,195,294
252,Laptop,Electronics,5,1318.73,9/15/2024 13:32,3,"Chicago, IL",320,136,198,143,3,Stormy,TRUE,Wednesday,TRUE,326,367
261,TV,Appliances,3,878.61,9/6/2024 7:46,1,"Chicago, IL",174,72,300,282,6,Rainy,TRUE,Sunday,FALSE,172,493
380,Tablet,Appliances,3,1051.97,3/20/2024 15:12,7,"Miami, FL",8,148,272,491,6,Stormy,TRUE,Saturday,FALSE,305,404
217,Headphones,Appliances,2,150.95,1/24/2024 2:48,4,"New York, NY",397,91,186,147,4,Cloudy,FALSE,Thursday,FALSE,157,167
115,Tablet,Electronics,5,1080.26,7/20/2024 14:26,9,"New York, NY",377,82,158,322,10,Cloudy,TRUE,Saturday,TRUE,380,185
737,Tablet,Appliances,3,779.25,9/1/2024 21:24,12,"Miami, FL",489,54,172,476,6,Rainy,FALSE,Thursday,FALSE,224,174
673,Fridge,Electronics,1,150.62,7/23/2024 10:07,13,"Dallas, TX",451,64,224,214,3,Rainy,TRUE,Monday,TRUE,172,360
626,Tablet,Appliances,4,244.82,3/11/2024 22:38,9,"Dallas, TX",468,87,196,176,6,Cloudy,FALSE,Saturday,TRUE,369,382
204,Camera,Electronics,1,1408.58,9/11/2024 13:09,11,"Miami, FL",17,125,292,415,7,Sunny,TRUE,Wednesday,TRUE,257,441
311,Tablet,Appliances,2,986.83,8/28/2024 2:13,16,"Dallas, TX",362,135,175,261,4,Stormy,FALSE,Sunday,TRUE,471,349
655,Camera,Appliances,2,524.26,3/23/2024 11:05,5,"Dallas, TX",458,136,122,323,8,Rainy,FALSE,Sunday,FALSE,382,329
458,Camera,Electronics,2,658.44,9/5/2024 18:02,5,"Dallas, TX",298,81,164,312,8,Sunny,FALSE,Monday,TRUE,389,357
662,Headphones,Electronics,4,1185.48,4/14/2024 16:53,15,"Los Angeles, CA",435,120,174,462,4,Cloudy,FALSE,Wednesday,TRUE,202,188
426,Smartphone,Appliances,4,682.92,3/22/2024 6:09,11,"Chicago, IL",46,137,136,132,2,Sunny,TRUE,Tuesday,FALSE,281,491
377,TV,Appliances,3,1879.72,8/28/2024 23:02,16,"Miami, FL",357,87,284,428,3,Cloudy,FALSE,Saturday,TRUE,389,182
244,Headphones,Appliances,2,537.83,8/13/2024 18:10,20,"Chicago, IL",188,112,281,240,6,Cloudy,FALSE,Wednesday,FALSE,399,286
821,Laptop,Electronics,2,894.61,3/31/2024 10:03,9,"Dallas, TX",304,148,291,360,3,Rainy,TRUE,Tuesday,FALSE,433,386
923,Tablet,Electronics,5,1092.98,3/16/2024 14:20,2,"Dallas, TX",177,97,220,493,5,Cloudy,TRUE,Tuesday,TRUE,357,335
390,Fridge,Electronics,4,383.12,3/14/2024 21:15,15,"New York, NY",368,87,129,453,6,Stormy,TRUE,Wednesday,TRUE,291,112
687,TV,Electronics,2,252.58,3/13/2024 11:46,9,"Dallas, TX",204,80,275,180,9,Stormy,TRUE,Friday,TRUE,157,203
350,Fridge,Appliances,2,1610.37,5/30/2024 12:37,1,"Chicago, IL",381,132,249,458,8,Cloudy,FALSE,Saturday,TRUE,130,491
275,Tablet,Appliances,1,997.48,8/1/2024 17:44,8,"Dallas, TX",227,60,212,235,1,Rainy,TRUE,Sunday,TRUE,490,297
172,Tablet,Electronics,3,1119.58,1/5/2024 1:49,7,"Dallas, TX",263,114,175,434,2,Cloudy,FALSE,Tuesday,FALSE,146,328
418,Smartphone,Electronics,3,1120.15,6/16/2024 5:28,15,"Chicago, IL",96,118,186,223,4,Stormy,TRUE,Thursday,TRUE,333,272
727,Headphones,Appliances,2,239.77,7/15/2024 12:00,9,"Miami, FL",72,101,155,313,2,Rainy,TRUE,Friday,FALSE,340,419
446,Washing Machine,Electronics,2,1249.52,3/22/2024 13:00,9,"Los Angeles, CA",484,150,116,254,2,Stormy,TRUE,Thursday,TRUE,133,346
653,Tablet,Appliances,1,840.51,8/5/2024 17:53,20,"New York, NY",106,89,175,379,2,Cloudy,TRUE,Thursday,FALSE,163,358
554,Camera,Electronics,4,1072.79,3/5/2024 6:55,19,"Chicago, IL",288,96,193,275,8,Rainy,FALSE,Friday,TRUE,242,122
151,Headphones,Appliances,2,875.33,6/17/2024 14:34,20,"New York, NY",356,126,248,138,6,Stormy,FALSE,Sunday,TRUE,321,198
233,Headphones,Electronics,4,301.3,5/25/2024 0:42,17,"Dallas, TX",333,84,194,327,2,Stormy,TRUE,Friday,FALSE,329,276
129,Tablet,Electronics,3,1533.92,8/4/2024 23:09,15,"Miami, FL",498,108,190,370,8,Stormy,FALSE,Thursday,TRUE,172,178
582,Laptop,Appliances,3,1685.95,7/6/2024 2:49,1,"Chicago, IL",379,119,103,182,4,Sunny,FALSE,Wednesday,FALSE,302,508
791,Smartphone,Appliances,5,842.76,3/17/2024 9:55,20,"Chicago, IL",401,56,243,456,4,Sunny,TRUE,Saturday,FALSE,261,371
151,Camera,Electronics,4,1118.44,7/12/2024 1:45,8,"Los Angeles, CA",391,57,113,330,6,Rainy,FALSE,Thursday,FALSE,472,435
208,Fridge,Appliances,2,1683.81,6/12/2024 10:53,8,"Miami, FL",186,110,112,448,9,Sunny,FALSE,Thursday,TRUE,340,269
492,Smartphone,Electronics,2,328.44,1/19/2024 5:47,20,"Los Angeles, CA",491,130,137,285,4,Stormy,FALSE,Wednesday,FALSE,409,407
155,Camera,Electronics,1,884.24,3/21/2024 8:04,4,"Chicago, IL",479,123,260,481,7,Stormy,FALSE,Wednesday,TRUE,197,105
188,Fridge,Electronics,5,1177.46,9/12/2024 17:24,8,"Miami, FL",387,72,258,353,3,Sunny,FALSE,Monday,FALSE,355,337
536,Washing Machine,Electronics,2,435.95,5/14/2024 9:39,13,"Dallas, TX",302,144,104,342,5,Cloudy,FALSE,Sunday,TRUE,190,303
501,Smartphone,Electronics,2,1852.77,5/29/2024 11:54,20,"New York, NY",387,84,209,203,10,Stormy,FALSE,Friday,TRUE,464,272
283,Headphones,Electronics,3,1456.9,8/29/2024 18:31,10,"Los Angeles, CA",96,146,284,130,3,Cloudy,TRUE,Monday,TRUE,476,395
821,Laptop,Appliances,3,775.96,6/2/2024 18:26,3,"Los Angeles, CA",196,104,249,490,2,Sunny,TRUE,Monday,TRUE,153,479
710,Smartphone,Appliances,3,563.39,8/14/2024 0:11,6,"Los Angeles, CA",413,77,189,298,6,Cloudy,TRUE,Monday,FALSE,383,272
706,Smartphone,Appliances,4,1428.12,7/17/2024 0:20,13,"Miami, FL",7,101,178,134,2,Stormy,TRUE,Monday,TRUE,477,252
744,Smartphone,Appliances,1,432.54,9/1/2024 21:15,10,"Chicago, IL",472,102,220,233,6,Sunny,FALSE,Sunday,FALSE,344,379
956,Fridge,Electronics,3,838.28,5/18/2024 14:15,3,"Los Angeles, CA",59,126,150,300,7,Stormy,FALSE,Monday,TRUE,476,119
806,Headphones,Appliances,5,152.95,6/23/2024 22:40,1,"Chicago, IL",296,116,180,115,10,Rainy,FALSE,Saturday,TRUE,348,119
816,Laptop,Electronics,5,430.71,6/15/2024 21:29,13,"Chicago, IL",399,80,208,140,5,Cloudy,TRUE,Wednesday,FALSE,433,393
556,Camera,Appliances,4,410.79,2/5/2024 14:20,1,"Los Angeles, CA",145,111,165,352,5,Sunny,TRUE,Monday,TRUE,227,271
731,TV,Appliances,5,1029.29,8/17/2024 22:04,8,"Chicago, IL",44,94,134,442,4,Sunny,TRUE,Tuesday,TRUE,279,199
464,Fridge,Electronics,5,1754.84,3/13/2024 9:54,6,"Miami, FL",78,96,214,230,9,Sunny,TRUE,Saturday,TRUE,415,386
419,Washing Machine,Appliances,5,1954.77,7/15/2024 19:10,14,"Chicago, IL",326,131,276,492,8,Stormy,FALSE,Monday,FALSE,284,452
440,Smartphone,Appliances,3,1398.2,7/27/2024 1:43,15,"Miami, FL",235,133,135,144,9,Stormy,TRUE,Saturday,TRUE,450,350
937,Washing Machine,Appliances,1,703.52,8/15/2024 22:27,12,"New York, NY",15,96,251,404,8,Stormy,TRUE,Wednesday,TRUE,104,240
302,Camera,Electronics,3,1405.98,1/26/2024 6:21,8,"New York, NY",212,132,165,293,2,Cloudy,FALSE,Thursday,FALSE,359,418
830,Washing Machine,Electronics,4,1366.8,4/5/2024 5:57,3,"Los Angeles, CA",196,52,152,256,8,Cloudy,FALSE,Thursday,TRUE,241,398
876,Headphones,Electronics,1,1835.25,2/3/2024 15:05,18,"Los Angeles, CA",54,85,205,113,2,Cloudy,FALSE,Friday,TRUE,462,500
786,Headphones,Appliances,2,319.31,2/9/2024 2:13,2,"New York, NY",287,93,261,471,4,Sunny,TRUE,Wednesday,FALSE,456,335
928,Fridge,Appliances,1,612.2,4/2/2024 11:10,12,"Dallas, TX",396,119,123,130,6,Cloudy,TRUE,Friday,FALSE,405,94
646,TV,Appliances,3,236.37,6/20/2024 11:30,16,"Chicago, IL",167,81,109,131,10,Stormy,FALSE,Friday,TRUE,214,241
180,Headphones,Appliances,5,614.09,7/11/2024 20:55,13,"Chicago, IL",343,119,300,472,4,Sunny,TRUE,Sunday,FALSE,294,332
873,Tablet,Electronics,4,349.13,4/29/2024 19:02,8,"Chicago, IL",117,113,256,401,6,Rainy,TRUE,Thursday,FALSE,247,121
882,Headphones,Electronics,5,837.25,7/25/2024 17:32,3,"Los Angeles, CA",209,96,106,179,9,Sunny,FALSE,Sunday,TRUE,321,456
576,Fridge,Electronics,3,986.78,7/5/2024 10:37,2,"Los Angeles, CA",17,54,244,267,10,Sunny,TRUE,Friday,TRUE,294,203
681,Camera,Electronics,1,251.04,6/11/2024 22:02,3,"Miami, FL",361,51,233,311,2,Stormy,TRUE,Thursday,FALSE,412,458
234,Tablet,Electronics,5,197.01,5/3/2024 21:34,1,"Los Angeles, CA",271,144,140,446,1,Rainy,TRUE,Wednesday,TRUE,307,234
195,Tablet,Electronics,3,673.53,4/25/2024 12:19,18,"Dallas, TX",252,113,166,361,6,Rainy,FALSE,Monday,TRUE,119,91
932,Tablet,Electronics,2,1198.21,7/5/2024 14:15,20,"Chicago, IL",273,145,182,203,5,Cloudy,FALSE,Thursday,TRUE,158,261
921,TV,Electronics,4,326.25,2/4/2024 13:09,13,"Dallas, TX",21,109,114,446,9,Stormy,FALSE,Tuesday,TRUE,345,158
815,Tablet,Appliances,4,236.12,3/11/2024 23:26,11,"Dallas, TX",479,54,265,268,3,Cloudy,TRUE,Friday,TRUE,256,440
579,Smartphone,Appliances,3,1726.84,4/13/2024 10:13,10,"Chicago, IL",224,128,233,407,6,Sunny,TRUE,Saturday,TRUE,102,387
199,Laptop,Appliances,5,877.61,6/15/2024 14:08,14,"New York, NY",69,124,129,435,7,Sunny,TRUE,Wednesday,FALSE,389,494
566,Tablet,Appliances,2,537.21,5/24/2024 22:24,4,"Los Angeles, CA",0,56,167,318,3,Cloudy,FALSE,Friday,TRUE,294,226
417,Headphones,Electronics,4,1705.17,8/1/2024 1:55,6,"Chicago, IL",342,143,281,164,8,Rainy,FALSE,Saturday,TRUE,292,125
800,Washing Machine,Electronics,4,1062.65,8/21/2024 21:23,11,"New York, NY",71,74,210,328,4,Sunny,TRUE,Sunday,FALSE,316,387
759,Laptop,Appliances,2,301.01,1/14/2024 17:49,8,"Los Angeles, CA",14,64,270,366,10,Cloudy,TRUE,Friday,TRUE,193,146
827,Fridge,Electronics,2,1713.12,4/3/2024 17:53,13,"Chicago, IL",462,106,176,227,7,Rainy,TRUE,Thursday,FALSE,178,502
884,Smartphone,Electronics,5,591.86,6/22/2024 14:40,2,"Los Angeles, CA",439,68,213,420,5,Cloudy,TRUE,Thursday,FALSE,227,234
576,Washing Machine,Electronics,3,111.44,6/28/2024 13:57,13,"Dallas, TX",462,62,110,385,4,Stormy,TRUE,Wednesday,FALSE,237,260
581,Washing Machine,Electronics,4,673.06,1/9/2024 13:29,10,"Los Angeles, CA",114,130,138,342,4,Cloudy,TRUE,Wednesday,FALSE,312,364
337,Tablet,Electronics,2,1744.67,4/30/2024 10:06,1,"Los Angeles, CA",474,59,150,344,2,Sunny,FALSE,Saturday,TRUE,164,502
329,Fridge,Appliances,3,1194.86,1/1/2024 4:05,2,"Dallas, TX",324,79,207,345,7,Rainy,FALSE,Thursday,FALSE,393,407
247,Laptop,Electronics,2,409.17,1/31/2024 10:29,9,"New York, NY",364,148,101,295,2,Rainy,FALSE,Wednesday,TRUE,476,179
981,TV,Appliances,4,393.4,6/10/2024 17:24,15,"New York, NY",109,96,212,268,3,Cloudy,TRUE,Tuesday,FALSE,450,409
731,Laptop,Electronics,4,776.25,5/22/2024 10:04,10,"Los Angeles, CA",281,125,175,233,1,Sunny,FALSE,Sunday,TRUE,330,321
364,Fridge,Appliances,4,322.68,7/19/2024 12:29,17,"Dallas, TX",481,140,128,100,10,Rainy,TRUE,Tuesday,TRUE,404,105
472,Camera,Electronics,3,103.69,8/5/2024 13:13,13,"New York, NY",281,114,225,168,10,Sunny,TRUE,Sunday,FALSE,157,419
501,TV,Electronics,2,1923.72,3/3/2024 21:57,15,"Miami, FL",51,50,115,214,3,Stormy,FALSE,Saturday,TRUE,269,365
287,Laptop,Electronics,2,1491.36,1/21/2024 2:15,20,"Chicago, IL",483,86,300,252,9,Sunny,TRUE,Wednesday,FALSE,160,491
816,Washing Machine,Appliances,3,1527.14,5/21/2024 10:35,10,"Chicago, IL",34,74,209,341,7,Rainy,FALSE,Tuesday,FALSE,463,176
781,Smartphone,Electronics,5,1708.16,2/21/2024 2:51,18,"Los Angeles, CA",80,76,103,490,9,Sunny,FALSE,Monday,TRUE,470,419
438,TV,Appliances,2,272.05,8/29/2024 10:46,13,"Chicago, IL",5,80,142,162,8,Cloudy,FALSE,Thursday,FALSE,234,450
907,Smartphone,Electronics,1,455.08,7/29/2024 23:46,19,"New York, NY",388,64,144,244,9,Cloudy,TRUE,Monday,FALSE,198,106
981,Tablet,Appliances,4,1091.66,2/11/2024 0:02,17,"Los Angeles, CA",467,146,192,276,5,Rainy,FALSE,Friday,FALSE,113,298
432,Camera,Electronics,1,457.7,3/31/2024 5:52,19,"Dallas, TX",295,97,143,158,3,Rainy,TRUE,Tuesday,TRUE,408,490
564,Smartphone,Appliances,4,1172.96,1/4/2024 6:13,9,"New York, NY",316,136,185,198,8,Cloudy,TRUE,Thursday,FALSE,477,377
599,Camera,Electronics,3,425.26,5/20/2024 5:30,17,"Dallas, TX",218,103,182,331,8,Rainy,FALSE,Wednesday,FALSE,138,107
130,Laptop,Electronics,5,1301.4,9/8/2024 7:14,9,"Los Angeles, CA",202,124,151,239,6,Stormy,FALSE,Friday,TRUE,354,355
166,Fridge,Appliances,1,759.05,3/7/2024 21:06,17,"New York, NY",436,103,269,437,2,Stormy,FALSE,Tuesday,TRUE,483,499
586,Washing Machine,Appliances,2,1058.2,8/12/2024 4:32,3,"Miami, FL",244,83,268,103,6,Rainy,FALSE,Thursday,FALSE,477,297
215,Fridge,Appliances,5,1912.95,1/28/2024 23:17,15,"New York, NY",219,52,120,499,4,Cloudy,FALSE,Monday,TRUE,329,485
459,Smartphone,Electronics,2,277.65,6/21/2024 21:14,1,"Miami, FL",500,64,148,165,7,Stormy,FALSE,Friday,TRUE,421,199
590,Camera,Electronics,1,468.62,4/9/2024 23:58,8,"Miami, FL",112,56,165,372,8,Sunny,FALSE,Saturday,FALSE,381,290
572,Tablet,Electronics,3,524.35,3/15/2024 13:48,13,"Los Angeles, CA",226,60,290,431,3,Stormy,FALSE,Tuesday,TRUE,381,308
966,Camera,Appliances,5,1215.52,4/6/2024 17:06,4,"New York, NY",83,89,123,500,1,Rainy,FALSE,Wednesday,TRUE,464,170
274,TV,Electronics,2,704.29,6/5/2024 10:50,1,"Los Angeles, CA",483,101,215,183,10,Stormy,TRUE,Saturday,FALSE,480,454
389,Tablet,Electronics,2,1726.84,7/25/2024 2:45,2,"Chicago, IL",8,53,207,314,8,Cloudy,FALSE,Sunday,FALSE,312,420
886,Headphones,Electronics,5,1374.59,5/26/2024 22:44,15,"Los Angeles, CA",102,61,147,282,6,Cloudy,TRUE,Friday,TRUE,461,152
456,Headphones,Electronics,3,699.85,7/2/2024 1:55,15,"New York, NY",331,129,147,430,1,Stormy,FALSE,Wednesday,TRUE,101,208
718,Washing Machine,Electronics,1,472.33,3/18/2024 10:39,1,"Dallas, TX",227,136,239,495,7,Stormy,TRUE,Tuesday,TRUE,103,451
688,Headphones,Appliances,1,412.06,8/8/2024 10:57,3,"Dallas, TX",114,75,107,320,7,Cloudy,FALSE,Friday,TRUE,412,145
230,Headphones,Electronics,3,829.47,4/29/2024 13:49,15,"Los Angeles, CA",151,76,247,275,10,Stormy,TRUE,Wednesday,TRUE,206,207
620,TV,Electronics,4,1556.4,3/4/2024 23:08,16,"Miami, FL",396,91,188,192,10,Sunny,TRUE,Thursday,TRUE,411,110
205,Laptop,Electronics,2,631,8/30/2024 18:02,8,"Los Angeles, CA",128,73,176,391,2,Sunny,FALSE,Friday,TRUE,141,323
515,Fridge,Appliances,1,913.3,2/23/2024 8:54,16,"New York, NY",257,50,117,214,3,Sunny,FALSE,Thursday,TRUE,421,129
937,TV,Appliances,2,1596.45,1/2/2024 13:12,11,"Miami, FL",114,105,225,441,9,Sunny,FALSE,Sunday,TRUE,318,472
831,Headphones,Electronics,5,387.86,9/2/2024 12:45,19,"New York, NY",458,71,194,292,6,Cloudy,TRUE,Wednesday,FALSE,162,298
915,Laptop,Appliances,3,1188.12,3/11/2024 22:28,10,"Los Angeles, CA",192,72,168,345,7,Rainy,FALSE,Saturday,FALSE,353,394
209,Washing Machine,Appliances,3,888.59,3/20/2024 1:46,20,"Dallas, TX",185,99,273,285,9,Sunny,TRUE,Friday,FALSE,376,272
433,Washing Machine,Electronics,5,426.99,8/3/2024 11:43,7,"Dallas, TX",215,56,108,298,6,Sunny,FALSE,Monday,TRUE,494,173
669,Laptop,Appliances,4,389.04,2/22/2024 3:01,7,"Dallas, TX",247,137,124,191,10,Stormy,FALSE,Thursday,FALSE,318,126
765,Camera,Electronics,2,156.29,3/31/2024 14:32,2,"Miami, FL",0,122,199,332,5,Rainy,FALSE,Saturday,FALSE,153,270
172,Laptop,Appliances,4,1629.97,4/14/2024 2:30,15,"Miami, FL",235,76,163,289,5,Cloudy,TRUE,Friday,TRUE,118,293
911,Washing Machine,Appliances,2,1903.97,2/14/2024 3:26,17,"Chicago, IL",327,59,214,489,2,Stormy,TRUE,Monday,FALSE,313,441
409,Camera,Electronics,4,532.66,8/1/2024 2:58,4,"Chicago, IL",51,99,257,228,7,Cloudy,FALSE,Sunday,FALSE,467,102
645,Headphones,Electronics,2,1513.19,7/5/2024 4:25,4,"Chicago, IL",296,145,109,274,5,Sunny,TRUE,Saturday,FALSE,228,269
572,Camera,Appliances,4,1291.48,7/8/2024 23:56,3,"Dallas, TX",322,85,189,445,10,Cloudy,FALSE,Monday,TRUE,403,285
510,Tablet,Appliances,2,973.43,3/6/2024 10:21,15,"Dallas, TX",356,66,297,232,4,Stormy,FALSE,Tuesday,FALSE,283,386
704,Laptop,Appliances,5,1814.58,1/10/2024 15:44,4,"Chicago, IL",1,147,240,107,4,Sunny,FALSE,Monday,TRUE,255,363
523,Camera,Electronics,3,1650.84,1/7/2024 8:10,19,"Miami, FL",177,99,168,219,2,Sunny,TRUE,Monday,TRUE,238,331
344,Smartphone,Electronics,2,589.62,4/22/2024 11:11,14,"New York, NY",207,101,241,498,2,Rainy,TRUE,Wednesday,FALSE,142,207
735,Fridge,Appliances,1,1167.05,7/17/2024 1:39,2,"Los Angeles, CA",337,79,142,256,2,Cloudy,TRUE,Friday,FALSE,319,259
349,Camera,Appliances,4,1292.1,8/11/2024 3:55,2,"Dallas, TX",438,79,241,399,6,Rainy,FALSE,Monday,FALSE,389,430
661,Laptop,Electronics,4,753.02,5/17/2024 6:56,9,"Dallas, TX",166,64,129,424,7,Sunny,TRUE,Tuesday,FALSE,195,160
262,Tablet,Electronics,1,1262.57,5/3/2024 13:51,20,"Dallas, TX",251,98,214,361,9,Sunny,FALSE,Thursday,FALSE,203,299
593,Fridge,Appliances,3,1669.24,9/15/2024 12:57,1,"Miami, FL",412,62,148,487,6,Cloudy,TRUE,Thursday,FALSE,436,378
493,Washing Machine,Appliances,3,744.61,2/29/2024 18:55,6,"New York, NY",146,87,257,393,5,Cloudy,FALSE,Sunday,FALSE,367,121
167,TV,Electronics,5,1677.94,8/26/2024 6:13,3,"New York, NY",429,56,152,226,1,Sunny,FALSE,Tuesday,FALSE,134,379
448,Tablet,Appliances,5,229.62,1/19/2024 20:57,9,"Chicago, IL",441,120,154,409,3,Rainy,TRUE,Monday,TRUE,168,111
313,Smartphone,Electronics,1,1392.3,9/10/2024 8:07,10,"New York, NY",433,69,293,329,7,Cloudy,TRUE,Sunday,FALSE,404,125
933,Fridge,Appliances,5,1994.69,1/3/2024 8:38,10,"Miami, FL",99,74,256,284,3,Cloudy,FALSE,Thursday,FALSE,448,245
810,Tablet,Electronics,3,1964.58,3/24/2024 1:55,3,"Miami, FL",301,63,290,417,2,Sunny,FALSE,Wednesday,FALSE,448,348
705,Washing Machine,Electronics,1,838.35,1/19/2024 1:17,12,"New York, NY",208,50,203,283,9,Cloudy,FALSE,Sunday,TRUE,499,407
541,Laptop,Electronics,2,1637.44,3/20/2024 6:26,11,"Chicago, IL",250,58,258,268,1,Cloudy,FALSE,Thursday,FALSE,127,414
903,Smartphone,Electronics,2,1147.31,5/29/2024 0:21,19,"New York, NY",244,110,261,221,7,Sunny,FALSE,Monday,FALSE,234,339
545,Headphones,Appliances,1,179.35,3/30/2024 1:32,14,"New York, NY",17,60,126,304,1,Sunny,TRUE,Tuesday,TRUE,171,274
680,TV,Appliances,2,1001.45,3/25/2024 21:39,15,"Los Angeles, CA",162,138,106,436,4,Stormy,TRUE,Sunday,FALSE,475,241
906,Washing Machine,Appliances,5,1799.59,7/4/2024 22:56,9,"Dallas, TX",133,107,294,252,7,Stormy,TRUE,Monday,TRUE,150,347
450,Fridge,Appliances,1,1922.86,9/9/2024 11:38,8,"Dallas, TX",200,65,295,421,4,Cloudy,FALSE,Sunday,TRUE,244,232
657,Camera,Appliances,1,770.98,1/21/2024 22:00,8,"Miami, FL",419,127,239,186,3,Cloudy,TRUE,Tuesday,FALSE,465,132
810,Headphones,Appliances,3,530.26,1/5/2024 18:31,8,"New York, NY",230,124,141,192,4,Sunny,FALSE,Friday,FALSE,128,145
341,Camera,Appliances,5,1297.18,6/6/2024 14:20,17,"Miami, FL",103,87,249,451,6,Rainy,TRUE,Saturday,TRUE,368,390
277,Fridge,Appliances,5,168.13,7/3/2024 11:31,10,"Los Angeles, CA",307,90,208,125,2,Cloudy,FALSE,Thursday,TRUE,110,382
778,Smartphone,Appliances,2,1836.44,8/28/2024 23:43,19,"Los Angeles, CA",124,109,266,396,9,Cloudy,FALSE,Friday,FALSE,151,236
785,Headphones,Appliances,2,862.15,8/28/2024 8:29,14,"Chicago, IL",38,144,269,234,6,Cloudy,TRUE,Saturday,TRUE,335,506
179,Tablet,Appliances,1,255.19,8/15/2024 20:31,11,"Los Angeles, CA",200,82,190,324,3,Rainy,TRUE,Wednesday,TRUE,259,480
857,Washing Machine,Appliances,1,971.83,4/4/2024 6:12,12,"Miami, FL",128,55,211,117,3,Cloudy,TRUE,Sunday,TRUE,363,340
828,Washing Machine,Electronics,2,1985.61,3/18/2024 0:04,6,"Chicago, IL",371,92,127,269,10,Rainy,TRUE,Thursday,FALSE,206,260
687,Smartphone,Appliances,2,477.39,1/13/2024 8:36,8,"Los Angeles, CA",305,147,134,231,2,Sunny,TRUE,Friday,TRUE,368,495
956,Smartphone,Appliances,1,838.42,1/14/2024 4:45,19,"Miami, FL",2,64,115,233,7,Cloudy,TRUE,Sunday,TRUE,211,313
598,Camera,Electronics,2,1184.13,2/3/2024 3:11,4,"Miami, FL",302,127,300,353,6,Sunny,TRUE,Friday,TRUE,317,207
217,Fridge,Appliances,1,773.2,4/22/2024 7:02,16,"New York, NY",484,135,197,303,7,Rainy,TRUE,Thursday,TRUE,145,453
706,Laptop,Appliances,3,612.66,8/31/2024 18:00,1,"Los Angeles, CA",380,131,172,283,2,Cloudy,FALSE,Wednesday,FALSE,179,211
710,Camera,Electronics,3,910.99,1/25/2024 3:42,7,"Dallas, TX",174,123,198,358,4,Cloudy,TRUE,Tuesday,TRUE,455,353
574,TV,Appliances,5,1985.24,8/31/2024 23:30,8,"Chicago, IL",138,96,171,462,1,Sunny,TRUE,Saturday,TRUE,364,317
433,Tablet,Appliances,1,578.05,7/5/2024 3:15,12,"New York, NY",217,53,284,457,8,Rainy,FALSE,Friday,TRUE,161,391
